ID,Gênero ,Raça,Idade,"Nível de escolaridade
",Situação Profissional ,"Possui filhos?  (Insira o número, no caso de não possuir colocar o número zero)",Renda,Muito obrigado por fazer parte da nossa pesquisa utilize este espaço para deixar seus comentários e sugestões 
51,Masculino,Branca,25–49 anos,Ensino Médio (completo ou incompleto),Empregado (carteira assinada ou autônomo),1,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
52,Feminino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
53,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
54,Masculino,Branca,25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
55,Feminino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
56,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
57,Feminino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
58,Feminino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,1,Até 1 salário mínimo:  R$ 1.302,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
59,Masculino,Branca,25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
60,Masculino,Branca,18–24 anos,Fundamental (completo ou incompleto),Motorista de Aplicativo,1,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
61,Masculino,Negra ( pretos e pardos),18–24 anos,Ensino Médio (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
62,Feminino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,0,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
63,Feminino,Negra ( pretos e pardos),Menor que 18 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
64,Masculino,Branca,25–49 anos,Ensino Médio (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
65,Feminino,Negra ( pretos e pardos),18–24 anos,Ensino Médio (completo ou incompleto),Empregado (carteira assinada ou autônomo),3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
66,Feminino,Branca,50–64 anos,Ensino Médio (completo ou incompleto),Aposentado,4,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
67,Masculino,Negra ( pretos e pardos),50–64 anos,Fundamental (completo ou incompleto),Motorista de Aplicativo,2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
68,Feminino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,1,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
